States/UTs,District,Constituency,Year,Murder,Culpable Homicide,Rape,Kidnapping & Abduction,Dacoity,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Arson,Grievous Hurt,Acid attack,Dowry Deaths,Sexual Harassment,Cruelty,Causing Death by Negligence,Extortion,Incidence of Rash Driving,HumanTrafficking,Unnatural Offence,Other IPC crimes,Total crimes against SCs,Voyeurism,Stalking,Abetment of Suicides of Women,Immoral Traffic Prevention Act,Total_Count
Chhattisgarh,Bemetara,Navagarh,2019,40,19,48,30,18,38,29,24,34,82,11,37,15,4,3,46,16,24,31,12,28,32,31,11,29,55,17,11,22,12,14,823
Chhattisgarh,Kabirdham,Pandariya,2019,35,11,34,0,26,18,27,30,30,21,24,38,25,8,5,48,1,8,42,54,1,2,13,2,9,93,2,2,21,13,8,651
Chhattisgarh,Kabirdham,Kawardha,2019,20,3,7,18,0,7,14,8,12,70,28,15,20,14,1,39,3,43,52,9,18,11,46,17,25,23,16,36,4,23,6,608
Chhattisgarh,Rajnandgaon,Khairagarh,2019,36,15,24,12,33,37,48,43,27,2,17,40,38,4,2,8,19,10,17,53,29,14,3,12,30,29,27,19,24,15,0,687
Chhattisgarh,Rajnandgaon,Dongargarh,2019,36,20,30,13,17,8,37,64,5,46,34,36,0,18,7,52,18,14,44,15,46,0,50,5,17,50,33,30,14,19,7,785
Chhattisgarh,Rajnandgaon,Rajnandgaon,2019,24,5,10,13,16,65,4,49,13,60,34,29,32,17,6,29,5,26,40,43,13,31,45,11,31,69,47,12,13,13,2,807
Chhattisgarh,Rajnandgaon,Dongargaon,2019,12,5,44,15,0,9,43,88,14,39,33,23,16,16,1,24,7,26,12,32,40,26,18,19,25,96,49,11,25,8,4,780
Chhattisgarh,Rajnandgaon,Khujji,2019,20,9,36,27,26,64,22,56,22,45,19,12,5,19,4,34,9,34,52,5,22,34,20,0,31,46,24,27,3,7,12,746
Chhattisgarh,Rajnandgaon,Mohla-Manpur,2019,6,0,18,9,5,33,21,2,30,59,2,15,2,7,6,32,5,6,86,13,26,7,26,14,23,44,17,1,25,14,4,558
Chhattisgarh,Kanker,Antagarh,2019,35,10,36,23,20,10,13,87,40,41,34,32,33,8,15,56,18,5,45,56,30,11,30,13,17,37,24,21,19,24,16,859
Chhattisgarh,Kanker,Bhanupratappur,2019,10,11,43,13,19,27,43,69,0,11,12,40,44,10,11,48,14,46,85,10,43,24,27,20,1,62,24,17,20,19,5,828
Chhattisgarh,Kanker,Kanker,2019,39,8,13,12,14,13,2,25,15,10,12,2,3,4,6,15,4,3,7,14,20,1,0,0,6,17,1,3,2,4,4,279
Chhattisgarh,Kondagaon,Keshkal,2019,3,6,20,27,4,59,47,77,6,58,4,34,21,7,7,39,12,37,5,18,3,34,46,13,32,13,44,25,23,22,19,765
Chhattisgarh,Kondagaon,Kondagaon,2019,5,18,0,17,33,54,0,79,25,65,20,37,5,15,5,42,0,7,38,12,42,15,6,1,34,22,5,6,19,1,9,637
Chhattisgarh,Narayanpur,Narayanpur,2019,9,1,13,3,10,13,6,13,13,5,1,6,8,9,15,15,18,6,22,14,11,13,4,5,9,15,0,13,11,7,6,294
Chhattisgarh,Bastar,Bastar,2019,38,20,50,9,18,25,1,12,37,49,23,19,43,0,14,46,15,36,15,30,9,6,40,14,16,85,33,19,17,25,16,780
Chhattisgarh,Bastar,Jagdalpur,2019,40,13,19,23,27,63,50,48,12,85,14,5,2,0,8,38,2,5,41,24,11,31,8,2,22,70,4,32,5,25,18,747
Chhattisgarh,Bastar,Chitrakot,2019,36,1,29,15,26,53,38,77,31,65,6,16,47,7,15,2,14,18,17,6,29,29,19,11,28,33,40,24,2,6,17,757
Chhattisgarh,Dantewada,Dantewada,2019,20,8,14,2,1,25,2,28,18,3,7,13,0,2,1,12,8,19,17,21,6,9,5,7,13,4,3,10,11,5,2,296
Chhattisgarh,Bijapur,Bijapur,2019,19,9,13,3,11,0,12,20,15,5,2,19,3,19,9,15,0,13,8,2,4,13,5,1,6,25,19,0,8,15,4,297
Chhattisgarh,Sukma,Konta,2019,18,3,23,18,14,33,8,84,17,12,19,12,3,15,7,56,10,5,64,44,22,1,42,17,25,28,3,36,22,6,10,677
Goa,North Goa,Mandrem,2019,80,25,42,20,6,41,14,50,13,25,7,15,10,11,21,55,7,0,51,30,20,15,13,25,21,69,35,58,15,14,15,823
Goa,North Goa,Pernem,2019,5,0,12,28,15,83,17,21,0,25,11,17,16,5,0,20,13,4,35,2,16,8,9,11,33,57,7,17,32,12,0,531
Goa,North Goa,Bicholim,2019,20,13,28,42,9,75,4,3,3,20,10,15,3,13,5,0,4,15,70,17,4,2,57,23,27,27,19,37,27,4,1,597
Goa,North Goa,Tivim,2019,23,6,3,1,0,24,24,0,7,10,13,29,19,2,8,28,12,9,72,17,0,2,4,28,0,27,9,1,29,14,5,426
Goa,North Goa,Mapusa,2019,50,17,37,12,14,42,45,85,15,6,10,14,17,14,4,25,11,22,77,12,15,22,19,13,26,55,23,15,23,35,26,801
Goa,North Goa,Siolim,2019,13,13,33,31,9,23,5,40,6,10,3,28,8,12,4,2,11,11,24,8,5,39,23,19,16,1,9,28,33,1,14,482
Goa,North Goa,Saligao,2019,8,11,34,46,1,74,19,41,18,15,9,10,25,30,17,21,20,15,59,13,18,39,26,21,30,79,30,57,11,21,17,835
Goa,North Goa,Calangute,2019,12,8,2,24,5,31,14,38,18,24,2,15,13,2,1,18,10,10,73,14,9,22,32,2,35,7,27,20,2,4,5,499
Goa,North Goa,Porvorim,2019,6,6,9,25,17,31,9,65,12,21,9,8,11,12,2,12,11,5,61,19,6,36,40,3,16,65,29,23,16,4,15,604
Goa,North Goa,Aldona,2019,20,4,5,43,12,69,4,60,17,12,15,4,19,5,8,26,9,12,33,4,19,18,57,21,10,50,24,46,30,7,8,671
Goa,North Goa,Panaji,2019,6,9,9,42,10,6,32,4,15,10,6,22,10,11,7,30,10,9,50,4,1,45,43,10,30,10,25,47,18,15,20,566
Goa,North Goa,Taleigao,2019,18,2,33,46,18,76,1,52,12,21,12,15,17,8,12,22,8,5,78,1,11,2,46,25,18,31,25,20,5,14,6,660
Goa,North Goa,Santa Cruz,2019,7,14,15,46,2,8,32,79,8,0,14,7,11,10,12,23,13,6,32,11,15,40,42,27,32,19,5,46,29,14,16,635
Goa,North Goa,St. Andre,2019,1,15,15,8,20,64,20,5,12,22,13,21,13,9,6,14,2,7,78,17,5,16,5,21,32,54,24,51,12,4,0,586
Goa,North Goa,Cumbarjua,2019,0,12,20,28,14,11,6,86,16,12,1,14,12,6,9,10,11,12,20,10,17,16,47,11,17,69,0,24,28,11,9,559
Goa,North Goa,Maem,2019,19,12,10,39,17,84,2,33,12,23,7,10,11,5,5,29,1,12,45,4,13,41,59,17,2,57,4,40,16,7,8,644
Goa,North Goa,Sanquelim,2019,21,3,23,7,14,28,22,78,18,15,10,11,10,2,3,27,2,12,43,11,13,43,27,2,32,64,25,56,10,4,12,648
Goa,North Goa,Poriem,2019,14,7,4,45,18,23,25,32,1,4,7,17,2,3,3,16,5,8,47,7,8,28,50,30,22,60,10,14,8,5,13,536
Goa,North Goa,Valpoi,2019,7,14,30,25,10,49,35,83,5,15,14,12,7,2,7,29,11,5,62,18,15,27,46,17,20,39,14,6,2,4,14,644
Goa,South Goa,Priol,2019,5,13,11,18,5,16,3,35,13,24,8,17,18,6,3,19,0,11,62,3,5,24,42,24,17,29,34,40,35,14,11,565
Goa,South Goa,Ponda,2019,5,13,21,31,12,40,0,84,11,0,11,12,4,2,11,23,9,3,76,19,17,0,48,27,17,2,10,5,8,13,1,535
Goa,South Goa,Siroda,2019,17,8,34,34,12,54,35,9,1,12,15,25,11,3,11,11,1,0,0,1,13,5,51,18,25,27,38,24,34,6,0,535
Goa,South Goa,Marcaim,2019,3,9,10,18,20,35,11,62,5,24,2,30,13,2,4,2,13,11,43,13,15,37,19,14,34,2,22,2,29,15,20,539
Goa,South Goa,Mormugao,2019,19,15,33,1,17,64,8,48,14,19,0,30,19,9,9,20,6,14,21,20,6,39,12,22,26,46,13,14,13,1,0,578
Goa,South Goa,Vasco Da Gama,2019,12,8,33,49,7,46,24,49,3,20,15,9,0,8,1,3,13,4,22,18,3,29,52,19,28,37,27,17,8,1,8,573
Goa,South Goa,Dabolim,2019,17,5,33,10,2,64,12,90,7,5,2,2,15,1,8,20,12,10,40,2,3,21,29,29,20,18,8,33,6,0,2,526
Goa,South Goa,Cortalim,2019,1,1,24,43,6,58,20,77,14,23,8,14,7,8,12,21,5,0,47,5,17,35,56,22,32,55,26,32,23,14,14,720
Goa,South Goa,Nuvem,2019,6,5,6,22,11,60,6,18,10,1,11,4,16,4,9,11,12,10,65,19,9,27,15,13,16,5,24,44,1,13,4,477
Goa,South Goa,Curtorim,2019,19,10,26,48,4,41,8,49,10,24,7,7,8,15,6,13,10,3,6,15,0,4,58,16,5,10,11,5,31,8,5,482
Goa,South Goa,Fatorda,2019,18,8,15,2,2,33,11,2,8,25,5,6,9,15,2,4,9,3,42,1,20,32,3,10,12,61,32,46,21,6,13,476
Goa,South Goa,Margao,2019,23,11,0,4,1,41,5,29,5,19,11,6,19,8,4,18,3,3,55,2,5,7,14,17,23,65,16,30,1,3,4,452
Goa,South Goa,Benaulim,2019,18,4,25,10,17,49,31,45,15,20,5,13,10,11,4,30,4,13,61,17,19,37,8,23,5,56,11,26,21,2,16,626
Goa,South Goa,Navelim,2019,13,0,31,3,5,48,29,80,10,3,5,7,19,3,5,4,13,2,6,0,7,37,21,14,3,56,27,6,11,5,20,493
Goa,South Goa,Cuncolim,2019,10,3,18,23,1,83,24,74,2,7,7,24,6,2,1,10,2,11,68,10,10,22,50,12,27,31,24,2,3,7,8,582
Goa,South Goa,Velim,2019,17,4,29,39,15,83,11,52,11,22,5,20,11,0,9,12,1,10,17,1,7,23,47,21,0,61,26,24,31,5,8,622
Goa,South Goa,Quepem,2019,11,2,10,3,6,15,13,20,18,6,15,6,3,3,6,18,3,13,15,7,19,12,6,12,9,20,5,14,3,2,1,296
Goa,South Goa,Curchorem,2019,20,7,16,31,13,8,35,61,7,17,0,3,14,11,12,20,0,9,45,7,5,33,19,14,8,62,36,13,8,5,6,545
Goa,South Goa,Sanvordem,2019,1,6,4,1,17,74,23,16,4,7,7,16,3,8,7,10,8,13,69,9,2,30,41,5,18,69,6,45,29,14,8,570
Goa,South Goa,Sanguem,2019,6,1,1,6,11,5,7,8,11,16,0,11,12,10,0,2,3,5,7,18,19,17,26,7,13,5,3,12,13,15,10,280
Goa,South Goa,Canacona,2019,15,7,13,4,6,7,11,16,9,7,1,2,13,9,3,15,5,2,0,5,6,4,1,11,9,1,2,10,0,1,3,198
Gujarat,Kachchh,Abdasa,2019,34,27,32,30,8,1,15,39,24,37,4,27,13,20,10,36,18,18,98,8,7,32,28,10,8,42,22,39,31,3,17,738
Gujarat,Kachchh,Mandvi,2019,37,26,83,74,4,83,16,28,14,12,11,26,10,3,9,72,0,33,80,32,4,28,40,14,12,80,2,17,36,12,13,911
Gujarat,Kachchh,Bhuj,2019,31,21,73,90,41,45,50,24,35,27,8,7,22,12,6,54,8,4,88,15,15,48,6,16,20,35,25,34,9,10,5,884
Gujarat,Kachchh,Anjar,2019,28,12,20,33,18,5,10,68,39,9,8,13,29,20,20,81,16,12,40,10,21,61,16,7,24,29,14,19,35,18,0,735
Gujarat,Kachchh,Gandhidham,2019,69,14,36,41,1,27,23,105,24,9,23,8,39,15,11,77,18,19,35,15,20,37,13,12,21,63,21,22,28,9,9,864
Gujarat,Kachchh,Rapar,2019,72,14,79,46,27,81,42,51,32,39,3,13,32,13,3,86,4,30,122,38,27,36,8,19,7,55,30,17,33,8,20,1087
Gujarat,Banaskantha,Vav,2019,7,0,0,40,18,47,26,29,21,48,15,1,38,8,20,42,16,6,89,16,1,18,38,13,7,79,41,15,30,24,3,756
Gujarat,Banaskantha,Tharad,2019,70,20,8,70,10,73,29,25,8,73,21,31,39,8,3,37,8,6,102,25,3,17,60,5,22,4,15,35,42,5,18,892
Gujarat,Banaskantha,Dhanera,2019,43,26,36,92,20,57,8,92,38,29,10,18,30,20,1,1,14,16,3,3,19,38,53,4,6,0,22,19,8,9,6,741
Gujarat,Banaskantha,Danta,2019,22,14,11,44,43,67,12,52,29,38,2,25,2,3,0,44,15,3,63,35,30,9,20,3,3,39,6,12,33,7,13,699
Gujarat,Banaskantha,Vadgam,2019,59,21,84,21,49,85,48,105,27,31,19,11,9,13,2,39,5,31,104,8,10,24,51,18,4,80,30,15,36,22,5,1066
Gujarat,Banaskantha,Palanpur,2019,21,6,34,60,49,78,40,32,35,4,8,14,45,8,16,81,1,31,19,12,16,16,42,2,12,35,18,36,19,11,6,807
Gujarat,Banaskantha,Deesa,2019,48,6,51,85,41,32,46,11,1,39,10,39,25,8,2,41,7,22,76,13,24,60,0,9,7,29,2,26,37,23,3,823
Gujarat,Banaskantha,Deodar,2019,30,5,42,52,2,55,51,4,1,1,18,18,17,15,6,53,5,22,115,29,0,11,0,3,5,47,33,40,29,21,4,734
Gujarat,Banaskantha,Kankrej,2019,55,20,23,104,8,19,13,14,19,15,24,27,8,0,13,71,17,25,126,10,26,53,45,8,7,22,2,8,14,0,14,810
Gujarat,Patan,Radhanpur,2019,42,21,28,3,15,82,28,71,26,52,19,19,34,15,2,73,14,3,81,12,18,68,32,0,18,1,38,12,11,18,11,867
Gujarat,Patan,Chanasma,2019,17,23,85,70,8,74,47,73,29,31,2,27,42,9,15,19,8,26,78,4,5,19,59,14,1,22,8,0,23,24,11,873
Gujarat,Patan,Patan,2019,46,3,55,61,27,77,18,47,21,68,21,6,7,13,4,68,7,27,29,19,29,50,39,12,14,87,30,36,24,22,6,973
Gujarat,Patan,Sidhpur,2019,43,23,37,103,4,53,25,85,8,38,13,3,20,14,14,56,13,21,93,21,30,54,58,8,9,44,11,25,14,10,0,950
Gujarat,Mahesana,Kheralu,2019,0,17,9,51,36,27,39,120,40,22,0,35,6,6,14,17,0,22,14,5,7,52,59,7,22,67,4,7,2,12,14,733
Gujarat,Mahesana,Unjha,2019,29,14,2,71,28,59,30,70,29,72,24,33,41,7,6,11,3,0,1,18,2,45,37,20,5,64,37,2,0,11,10,781
Gujarat,Mahesana,Visnagar,2019,29,12,16,36,30,28,24,120,5,40,23,19,2,4,6,87,2,5,2,37,22,57,2,5,17,0,31,1,45,22,7,736
Gujarat,Mahesana,Bechraji,2019,75,11,74,68,14,2,13,28,6,2,6,3,39,14,10,42,13,9,93,6,19,60,43,3,9,87,16,14,5,8,5,797
Gujarat,Mahesana,Kadi,2019,34,22,51,31,22,45,12,18,35,23,11,17,29,11,5,14,18,18,62,3,12,1,40,3,10,1,15,37,29,22,10,661
Gujarat,Mahesana,Mahesana,2019,43,19,3,11,48,61,42,8,1,16,14,16,34,5,9,60,0,34,51,4,16,48,53,5,9,34,22,40,15,16,6,743
Gujarat,Mahesana,Vijapur,2019,2,9,66,31,23,54,21,67,11,8,8,21,45,15,2,75,19,27,76,20,26,0,15,12,2,63,19,8,26,4,7,782
Gujarat,Sabarkantha,Himatnagar,2019,32,8,43,37,49,26,12,23,36,0,17,35,12,17,15,79,16,14,86,34,7,66,33,7,6,21,36,20,17,7,11,822
Gujarat,Sabarkantha,Idar,2019,45,14,20,51,50,46,28,24,23,63,22,2,4,20,11,83,10,9,98,29,26,74,23,6,19,66,1,13,35,12,2,929
Gujarat,Sabarkantha,Khedbrahma,2019,10,14,83,90,2,47,23,50,8,59,19,2,23,10,8,26,15,17,14,11,22,29,22,13,22,53,15,23,16,19,8,773
Gujarat,Aravalli,Bhiloda,2019,32,15,84,69,31,6,1,115,11,44,16,9,12,16,19,14,15,1,102,0,29,66,54,9,16,7,39,17,0,12,13,874
Gujarat,Aravalli,Modasa,2019,0,12,49,13,35,0,3,112,39,26,5,11,36,9,11,13,13,0,69,12,15,36,28,9,12,74,16,39,14,13,18,742
Gujarat,Aravalli,Bayad,2019,28,21,80,101,23,63,31,73,3,7,7,28,41,16,4,66,13,1,21,4,4,56,56,16,1,85,16,18,33,6,12,934
Gujarat,Sabarkantha,Prantij,2019,42,11,80,11,18,55,48,114,37,1,9,16,12,15,10,39,2,23,22,26,26,68,21,6,5,26,10,36,42,21,9,861
Gujarat,Gandhinagar,Dahegam,2019,1,17,68,6,30,83,14,96,29,70,9,7,14,14,3,27,0,6,79,35,22,37,10,11,16,27,18,19,22,24,14,828
Gujarat,Gandhinagar,Gandhinagar South,2019,6,25,31,39,49,28,49,4,30,44,22,4,1,6,14,63,18,21,66,32,1,68,0,16,5,21,22,0,0,16,5,706
Gujarat,Gandhinagar,Gandhinagar North,2019,46,14,29,36,6,27,24,109,13,18,4,7,1,6,2,55,2,5,48,31,18,9,44,9,20,62,41,27,27,12,8,760
Gujarat,Gandhinagar,Mansa,2019,58,12,14,99,9,77,26,88,36,26,5,10,24,18,6,37,16,6,93,34,7,45,38,12,13,8,4,9,16,5,18,869
Gujarat,Gandhinagar,Kalol,2019,29,26,71,63,23,26,5,86,9,8,25,10,26,14,16,1,10,23,59,21,29,65,32,0,15,76,16,20,36,7,3,850
Gujarat,Ahmedabad,Viramgam,2019,88,18,75,5,22,48,42,113,13,20,15,11,20,9,12,83,2,30,66,24,16,45,18,13,0,76,40,12,4,24,11,975
Gujarat,Ahmedabad,Sanand,2019,95,27,78,81,1,78,45,116,28,61,20,7,20,18,3,80,1,2,7,34,25,57,51,7,12,80,36,40,17,2,18,1147
Gujarat,Ahmedabad,Ghatlodia,2019,51,28,19,96,37,73,33,29,6,75,19,37,5,5,20,34,11,17,6,9,26,30,13,12,9,35,13,27,40,2,4,821
Gujarat,Ahmedabad,Vejalpur,2019,68,7,40,74,6,54,12,31,32,50,6,12,0,12,10,78,2,5,15,0,14,10,56,11,12,53,30,26,26,22,4,778
Gujarat,Ahmedabad,Vatva,2019,38,18,7,53,37,26,22,31,8,2,11,2,18,0,19,68,5,17,42,26,21,62,50,15,3,84,22,0,8,3,1,719
Gujarat,Ahmedabad,Ellisbridge,2019,26,6,29,74,23,31,26,93,24,44,0,25,43,7,6,1,19,1,96,25,15,28,27,14,23,76,17,1,41,6,13,860
Gujarat,Ahmedabad,Naranpura,2019,57,30,31,38,49,76,33,11,28,64,6,32,0,0,18,15,8,9,97,37,12,31,48,18,15,26,17,5,22,13,13,859
Gujarat,Ahmedabad,Nikol,2019,61,14,77,10,0,73,46,27,23,72,11,19,41,18,10,39,7,35,64,40,29,50,49,11,6,7,30,1,26,15,5,916
Gujarat,Ahmedabad,Naroda,2019,66,8,55,9,49,3,9,57,28,66,25,21,18,6,15,50,7,23,2,9,16,70,30,17,3,83,27,29,21,7,4,833
Gujarat,Ahmedabad,Thakkarbapa Nagar,2019,22,29,42,43,35,5,35,96,38,22,17,24,7,9,10,41,8,13,130,36,27,65,56,0,24,29,10,14,36,24,0,947
Gujarat,Ahmedabad,Bapunagar,2019,48,25,45,57,23,75,50,81,12,72,9,6,9,1,8,62,19,4,117,6,27,60,18,20,21,20,8,39,7,14,14,977
Gujarat,Ahmedabad,Amraiwadi,2019,30,18,24,72,12,75,37,89,37,66,7,11,18,12,16,62,10,29,105,26,22,50,2,10,18,86,17,31,45,24,5,1066
Gujarat,Ahmedabad,Dariapur,2019,67,4,82,9,40,36,45,43,5,24,20,4,30,15,19,45,4,22,36,3,4,59,51,9,21,47,13,26,24,16,8,831
Gujarat,Ahmedabad,Jamalpur-Khadiya,2019,59,0,54,74,13,46,27,61,40,15,5,20,30,10,8,41,18,12,103,36,25,71,20,15,0,20,40,34,15,6,16,934
Gujarat,Ahmedabad,Maninagar,2019,57,1,31,76,44,82,2,18,28,43,7,33,16,4,10,9,7,21,84,19,5,31,54,17,24,4,37,26,18,0,12,820
Gujarat,Ahmedabad,Danilimda,2019,70,1,77,64,46,36,52,33,21,53,13,17,36,7,8,69,0,18,116,8,3,13,50,17,20,86,28,30,3,7,17,1019
Gujarat,Ahmedabad,Sabarmati,2019,13,23,14,97,23,20,41,116,22,12,10,5,37,16,3,11,16,6,122,27,18,68,23,11,18,36,11,33,2,1,9,864
Gujarat,Ahmedabad,Asarwa,2019,67,20,21,94,35,19,55,47,6,33,16,20,5,13,19,54,18,9,124,1,18,41,7,8,20,74,24,10,21,14,15,928
Gujarat,Ahmedabad,Daskroi,2019,129,20,55,22,41,58,26,66,15,18,21,14,34,0,10,69,14,22,91,22,7,68,3,14,24,56,1,33,45,11,1,1010
Gujarat,Ahmedabad,Dholka,2019,86,17,56,103,47,10,31,74,14,26,19,14,33,9,15,66,10,7,88,21,12,68,43,2,14,69,6,35,41,24,20,1080
Gujarat,Ahmedabad,Dhandhuka,2019,11,19,22,97,38,42,48,75,11,70,11,30,40,20,17,50,14,4,33,13,21,14,53,5,16,37,20,2,36,2,14,885
Gujarat,Surendranagar,Dasada,2019,74,12,56,7,0,59,49,29,1,37,11,10,14,19,19,27,10,21,122,9,0,42,5,8,18,35,5,36,24,25,10,794
Gujarat,Surendranagar,Limdi,2019,12,27,50,24,28,58,47,34,37,53,16,2,27,11,2,60,7,5,0,40,9,74,44,16,21,89,23,9,34,5,20,884
Gujarat,Surendranagar,Wadhwan,2019,21,7,39,90,8,59,40,69,0,12,5,17,15,20,19,18,4,9,99,33,12,48,31,3,10,76,13,1,0,5,5,788
Gujarat,Surendranagar,Chotila,2019,69,29,74,88,44,4,40,73,37,19,4,37,19,9,12,63,6,5,88,28,3,30,31,1,13,53,9,37,16,0,4,945
Gujarat,Surendranagar,Dhangadhra,2019,60,0,75,4,47,49,50,118,2,5,7,21,6,6,13,40,19,24,118,26,10,52,10,20,10,45,23,31,24,6,2,923
Gujarat,Morbi,Morbi,2019,70,24,30,87,18,9,5,43,1,47,5,39,25,1,18,0,18,17,66,22,8,18,26,4,8,42,33,2,25,5,0,716
Gujarat,Morbi,Tankara,2019,69,13,72,82,21,47,13,15,17,54,16,35,17,17,0,46,19,19,63,36,30,16,4,9,14,13,24,29,26,7,4,847
Gujarat,Morbi,Wankaner,2019,69,11,72,74,48,49,11,97,33,34,19,11,44,18,2,29,13,29,15,37,22,43,40,3,8,39,4,18,8,10,3,913
Gujarat,Rajkot,Rajkot East,2019,20,9,33,67,49,20,20,76,38,45,24,0,3,3,17,78,18,18,31,29,15,56,3,15,1,80,38,8,32,17,5,868
Gujarat,Rajkot,Rajkot West,2019,53,19,65,59,0,6,7,21,21,10,19,25,13,10,13,21,0,35,75,3,11,42,50,17,19,30,12,5,30,3,10,704
Gujarat,Rajkot,Rajkot South,2019,14,16,56,60,11,24,3,114,21,27,12,38,14,17,12,61,15,5,10,36,2,69,34,12,15,89,20,28,39,4,3,881
Gujarat,Rajkot,Rajkot Rural,2019,36,9,20,91,32,26,45,75,25,53,6,30,44,9,5,1,12,9,34,21,2,19,30,4,7,70,30,39,32,6,19,841
Gujarat,Rajkot,Jasdan,2019,36,22,12,47,43,56,22,37,13,69,24,30,45,3,4,41,17,12,106,39,24,64,42,20,16,36,29,34,39,8,0,990
Gujarat,Rajkot,Gondal,2019,48,10,67,47,47,65,31,37,20,47,3,3,6,7,3,9,11,15,67,38,29,24,47,5,5,7,17,25,12,10,0,762
Gujarat,Rajkot,Jetpur,2019,5,17,45,49,5,73,42,11,8,43,4,32,31,20,16,23,12,14,75,24,4,72,31,4,18,76,11,22,0,9,12,808
Gujarat,Rajkot,Dhoraji,2019,37,19,7,44,40,9,44,104,39,13,16,38,19,6,9,47,15,13,57,24,28,27,27,20,18,34,20,9,36,7,17,843
Gujarat,Jamnagar,Kalavad,2019,43,14,1,41,9,20,13,51,1,57,5,22,22,19,6,18,12,14,37,22,20,26,30,15,10,31,22,21,4,18,7,631
Gujarat,Jamnagar,Jamnagar Rural,2019,30,30,52,11,25,55,49,59,27,68,6,5,29,15,15,23,4,19,26,17,14,17,54,7,1,24,19,16,24,5,7,753
Gujarat,Jamnagar,Jamnagar North,2019,25,29,9,100,19,56,2,119,40,75,1,30,21,15,3,67,3,26,55,23,16,49,56,20,7,37,0,38,8,22,9,980
Gujarat,Jamnagar,Jamnagar South,2019,9,25,64,20,26,10,8,23,32,70,23,18,22,9,8,71,8,30,107,20,21,46,29,1,0,60,41,1,31,4,10,847
Gujarat,Jamnagar,Jamjodhpur,2019,72,5,16,88,20,33,49,38,0,72,21,23,28,13,20,35,17,30,110,15,17,1,56,6,18,66,40,11,34,3,14,971
Gujarat,Devbhoomi,Khambhaliya,2019,47,18,48,60,8,75,27,15,14,33,9,15,1,9,7,7,18,30,69,17,6,1,44,10,21,87,25,33,22,23,5,804
Gujarat,Dwarka,Dwarka,2019,51,18,85,10,9,39,1,102,38,29,23,7,35,2,1,74,9,9,73,15,2,12,24,15,11,7,8,10,45,21,4,789
Gujarat,Porbandar,Porbandar,2019,24,12,20,11,13,16,5,11,5,15,6,2,3,12,15,13,16,11,12,0,5,14,5,7,4,31,0,2,4,0,3,297
Gujarat,Porbandar,Kutiyana,2019,18,1,76,31,40,11,43,82,38,48,12,32,40,16,17,56,10,13,10,29,3,7,24,7,9,78,11,34,37,21,7,861
Gujarat,Junagadh,Manavadar,2019,54,24,85,91,45,4,3,84,20,40,24,0,1,7,12,16,9,31,109,30,20,41,26,14,22,24,40,14,14,21,0,925
Gujarat,Junagadh,Junagadh,2019,17,2,3,90,38,56,40,22,10,37,11,3,20,12,17,10,16,25,69,21,29,61,30,16,12,84,41,37,13,8,20,870
Gujarat,Junagadh,Visavadar,2019,30,29,34,63,42,14,53,110,37,68,6,25,26,9,2,25,11,31,103,34,27,72,15,11,10,27,0,25,42,7,3,991
Gujarat,Junagadh,Keshod,2019,55,5,46,0,40,85,6,97,17,70,10,7,39,13,9,17,6,34,1,8,6,9,41,17,17,56,25,37,40,4,4,821
Gujarat,Junagadh,Mangrol,2019,5,4,56,48,24,43,55,74,8,53,16,27,34,13,11,35,10,22,91,25,29,56,1,17,14,87,7,30,23,19,13,950
Gujarat,Gir Somnath,Somnath,2019,8,16,24,10,19,3,48,83,18,44,5,38,30,19,3,78,3,16,103,29,9,15,9,15,16,36,23,14,9,22,3,768
Gujarat,Gir Somnath,Talala,2019,25,17,35,68,46,1,50,42,39,10,20,1,17,2,13,73,15,21,51,33,30,30,33,13,22,48,34,18,21,2,9,839
Gujarat,Gir Somnath,Kodinar,2019,64,15,42,96,25,9,26,48,27,27,21,19,24,14,2,4,10,6,108,11,28,21,24,2,5,80,15,18,39,15,12,857
Gujarat,Gir Somnath,Una,2019,29,21,16,94,1,56,22,72,23,70,1,15,7,15,11,46,0,30,82,35,17,69,18,7,12,21,35,24,34,4,18,905
Gujarat,Amreli,Dhari,2019,2,10,21,65,3,7,45,94,30,7,5,28,35,20,0,87,5,35,46,14,23,50,18,18,15,31,28,38,17,12,5,814
Gujarat,Amreli,Amreli,2019,1,27,38,73,18,9,1,104,11,51,20,31,17,9,14,89,1,27,37,4,4,5,44,13,9,48,27,34,33,6,0,805
Gujarat,Amreli,Lathi,2019,55,5,30,38,39,17,38,70,2,74,11,25,36,6,7,11,20,31,26,9,9,36,2,12,16,32,20,24,11,1,10,723
Gujarat,Amreli,Savarkundla,2019,8,5,37,89,10,13,11,15,30,49,24,21,23,5,10,51,18,28,118,22,27,3,52,4,11,83,12,35,41,10,14,879
Gujarat,Amreli,Rajula,2019,41,17,66,37,26,31,25,19,19,50,21,19,4,16,5,81,11,33,93,26,13,44,42,13,21,11,14,28,36,9,5,876
Gujarat,Bhavnagar,Mahuva,2019,26,21,47,66,27,16,15,109,5,33,15,25,18,20,1,7,2,2,67,10,12,37,3,19,5,89,31,3,34,23,19,807
